word,count,freq
outer,74181351,0.000465436821853538
quick,74068954,0.0004647316081878301
valid,73571421,0.0004616099317130075
valve,72795313,0.00045674038921930037
flood,71162027,0.00044649264588798957
vital,70769981,0.0004440328275940306
teeth,70637742,0.00044320311906142254
width,70121940,0.00043996681720995457
sixty,69945377,0.00043885900614330347
begun,69725592,0.00043748000683266705
shore,69681282,0.0004372019921389696
quiet,69460154,0.00043581456642946976
exact,69451231,0.00043575858075779603
prime,69006185,0.0004329662240127884
pound,68835760,0.000431896924663355
bible,68690232,0.00043098383681987936
spend,67207710,0.00042168203362128365
reply,67080570,0.0004208843177973907
supra,66312605,0.00041606586701324746
solar,65565972,0.00041138125981849614
skill,65509489,0.00041102686794433423
wheel,65493479,0.00041092641623487593
loved,64856049,0.000406926982558424
teach,64645290,0.0004056046151734322
shell,64395350,0.00040403641403276985
harry,64338687,0.0004036808927827365
grass,64024418,0.0004017090715285362
sixth,63859603,0.0004006749710604308
dream,63591235,0.0003989911469277699
worse,63457438,0.0003981516630195631
fault,63251766,0.00039686121305156156
taste,63222738,0.00039667908236935324
enjoy,63130968,0.0003961032889042073
negro,62596026,0.00039274689675173794
lying,62222796,0.00039040513588221165
pilot,61272235,0.0003844410211167914
dance,60984942,0.0003826384556598645
chart,60874959,0.00038194838817945533
blind,60767970,0.00038127710598437526
treat,60742986,0.00038112034861341297
smile,59783690,0.00037510142774667367
drink,59771184,0.000375022961220847
arise,59518024,0.0003734345568007059
empty,59218229,0.0003715535499151939
shock,59166401,0.00037122836495593063
liver,58600419,0.0003676772182087339
cloth,58530653,0.00036723948466956674
shaft,58483773,0.00036694534499814857
mount,57919539,0.00036340516574552605
trend,57627911,0.00036157540115302756
fever,57569751,0.0003612104872603296
nerve,56893423,0.00035696699545804955
spite,56824089,0.0003565319724209739
tract,56675560,0.00035560005537199645
fraud,56664093,0.0003555281078546724
mayor,56608342,0.0003551783087757212
bread,56145401,0.00035227367324615664
crown,56144057,0.00035226524057298286
score,55937155,0.00035096707320319285
chest,55479253,0.0003480940539237195
nurse,55238091,0.00034658092867972327
storm,54905781,0.00034449591259164814
dress,54533610,0.0003421607962168324
unity,54498850,0.00034194270118742765
catch,54344212,0.000340972454376234
maine,53660770,0.00033668432712978866
fiber,53620897,0.0003364341515513233
admit,53362669,0.00033481394892608945
broke,53362008,0.0003348098016069169
faced,53175086,0.00033363699495886183
sheep,52661065,0.00033041186765421114
rough,52583570,0.0003299256399699844
newly,52212947,0.00032760023622766346
noble,52184280,0.0003274203705715085
saint,52042335,0.0003265297635821858
smoke,51976035,0.0003261137768028551
logic,51947790,0.00032593655890568777
alive,51902238,0.00032565075151847703
saved,51807579,0.00032505683157059374
virus,51746807,0.00032467552917913846
adopt,51708706,0.00032443647167869686
hoped,51538121,0.00032336616843959995
cream,51521509,0.0003232619395952826
topic,51124204,0.000320769124702945
guess,51060821,0.0003203714400870428
slope,50857783,0.0003190975166526273
baker,50821291,0.0003188685545176147
yours,50653484,0.00031781568131280104
owing,50649418,0.00031779016996672627
paint,50612079,0.0003175558934908073
sorry,50172397,0.0003147971921467699
loose,50045530,0.0003140011892096154
tumor,49913367,0.00031317195752459754
brick,49830195,0.0003126501105802462
dairy,49676366,0.00031168493968616385
acted,49670359,0.0003116472499036082
fleet,49652372,0.0003115343938824948
ridge,49516698,0.00031068313309367255
pulse,49324204,0.0003094753659880846
voted,49091266,0.0003080138406727945
slave,49043281,0.0003077127678883875
organ,48576829,0.0003047861032550186
trace,48341871,0.0003033119038327263
pride,48070845,0.00030161140258302976
serum,47896396,0.00030051685540855824
match,47764155,0.00029968713432732946
crude,47484625,0.00029793327634201563
theme,47445059,0.0002976850269768422
inter,47377614,0.00029726185611210677
dozen,47182642,0.0002960385412653547
photo,47146414,0.0002958112355482869
seeds,46899015,0.00029425897743034374
tower,46814631,0.00029372952602179107
glory,46602634,0.0002923993910405276
irish,46363358,0.0002908980991459404
solve,46287876,0.00029042450164854314
merit,46217392,0.00028998226315451076
uncle,46167296,0.0002896679453008554
crowd,46166059,0.00028966018397889415
grave,46165814,0.00028965864677284685
boxes,46145912,0.00028953377544732286
urged,45658149,0.0002864733989850804
wound,45326906,0.000284395077586199
throw,44518793,0.00027932472578823123
cubic,44459932,0.00027895541360394493
split,44449883,0.00027889236305876403
proud,44402063,0.00027859232553557254
trail,43995646,0.0002760423391268962
worst,43674954,0.0002740302179770151
label,43597073,0.0002735415684089751
bases,43578699,0.0002734262842297379
cargo,43518119,0.0002730461865058789
dried,43240297,0.0002713030450427234
habit,43147972,0.000270723769335307
shoes,42417901,0.0002661430772693532
audit,42275127,0.00026524726887671124
flesh,41970105,0.0002633334661707534
click,41919672,0.0002630170338744942
strip,41865073,0.0002626744628011205
dutch,41727135,0.00026180899697355914
cloud,41715313,0.00026173482207604413
oxide,41650171,0.0002613261009481533
cried,41646543,0.0002613033377500325
flour,41566197,0.0002607992220068635
tight,41182309,0.0002583905895371244
argue,41156823,0.0002582306824623428
asian,40814766,0.00025608451067082665
prize,40738686,0.0002556071611358119
gases,40717040,0.0002554713474129553
haven,40660858,0.00025511884410622294
apple,40539340,0.00025435640245538273
drama,40455251,0.00025382880196839723
shook,40351962,0.00025318073472178654
array,40343082,0.0002531250188454599
asset,40168723,0.0002520310363589241
widow,40092042,0.0002515499159633607
brand,40079901,0.00025147373956082897
essay,39778635,0.0002495835031647228
meter,39628064,0.0002486387739739143
lodge,39489127,0.0002477670401102662
fired,39479259,0.00024770512521526717
buyer,39451036,0.00024752804535292856
blank,39132063,0.0002455267097426201
suite,38832398,0.0002436465185174598
anger,38782310,0.00024333225085828761
dying,38720739,0.000242945935292825
liked,38666004,0.0002426025109132373
jacob,38388796,0.00024086322187666563
tribe,38360756,0.00024068729021312969
lunch,38052352,0.00023875226778940868
verse,37631565,0.00023611211954032536
alike,37603727,0.00023593745528748965
alter,37527099,0.00023545666743037726
usage,37526414,0.00023545236952775522
ninth,37465126,0.000235067829592135
aging,37350436,0.00023434822893268647
borne,36899859,0.00023152116897687223
stick,36649642,0.00022995122985222988
drove,36481500,0.0002288962547534332
pupil,36204985,0.00022716131381396673
chose,36188594,0.00022705847159224714
tired,36126165,0.00022666677266846379
urine,35979014,0.00022574350161921354
vapor,35911018,0.0002253168736094493
brush,35822663,0.0002247625069143096
sandy,35810411,0.00022468563406332376
stuff,35769969,0.00022443188840224246
clock,35519155,0.000222858203514293
arose,35437768,0.0002223475562140006
cease,35307354,0.00022152929829786738
angry,35121627,0.00022036398945073687
ralph,35117260,0.00022033658953723255
opera,35071701,0.00022005073822984903
magic,35058002,0.00021996478645171854
toxic,35057276,0.00021996023130237022
craft,34968391,0.00021940253922272002
rigid,34952870,0.00021930515565104594
fatal,34845433,0.0002186310625649079
worry,34824893,0.00021850218822935054
mason,34784758,0.00021825036878156116
alien,34607564,0.0002171385986250495
dealt,34607445,0.00021713785198211222
delta,34372095,0.00021566119303014424
flame,34365373,0.00021561901711565463
renal,34340273,0.0002154615319246863
tenth,33908880,0.00021275483833953088
slide,33902586,0.00021271534782989123
elect,33648453,0.00021112083850573368
ruled,33636510,0.00021104590441666058
drill,33505474,0.00021022374387946033
knife,33387642,0.000209484429336744
piano,33143803,0.00020795450776381463
hired,33124698,0.00020783463706367718
giant,33018563,0.00020716871312967622
threw,32928421,0.0002066031342418568
moses,32810626,0.00020586405184862516
chase,32442031,0.00020355137240778961
pitch,32311834,0.00020273447601701258
aimed,32243364,0.00020230487398412007
brass,31936756,0.00020038112022187235
forum,31847688,0.00019982227994341946
decay,31789028,0.00019945422889552296
ample,31708664,0.00019895000021476683
laugh,31702607,0.00019891199671669133
sword,31623183,0.0001984136658877085
trunk,31429737,0.00019719992563862245
mercy,31208118,0.00019580941924271766
rocky,31165385,0.00019554129913651645
spray,31115974,0.00019523127918548314
super,30990754,0.00019444561003755269
stamp,30862546,0.00019364119325015558
mouse,30811839,0.00019332304179284755
honey,30624723,0.00019214901792857545
badly,30555848,0.0001917168747999721
guilt,30488337,0.00019129328983075045
fancy,30240554,0.00018973862237761476
guest,30176941,0.0001893394946703212
marry,30161640,0.0001892434914469345
juice,30133140,0.00018906467360061587
sport,29991410,0.00018817541558802854
shade,29645082,0.00018600244621680623
crack,29636597,0.00018594920869308647
bench,29607330,0.00018576557845069322
alloy,29547079,0.00018538754497495486
devil,29421856,0.0001846018570040932
midst,29315616,0.00018393527426750056
shear,29290419,0.00018377718046842372
wives,29267895,0.00018363585790103843
blade,29231643,0.00018340840160052115
cheap,29126864,0.0001827509856314187
marie,29026971,0.00018212422594291675
alpha,29020645,0.0001820845346553444
shale,29012602,0.00018203407037682017
alarm,28955202,0.00018167392496002408
fence,28786063,0.00018061269437376142
maker,28684498,0.0001799754440382754
rated,28652009,0.0001797715979677826
genus,28459068,0.0001785610262454471
drain,28428110,0.00017836678614417228
screw,28418405,0.000178305893961768
dense,28253088,0.00017726864378984325
grove,28229730,0.00017712208844758673
reign,28042073,0.00017594467018138975
civic,28022209,0.00017582003727966087
tough,27881371,0.00017493637595194782
globe,27634978,0.00017339042979026416
blame,27619817,0.00017329530497033304
angel,27599524,0.00017316798038944379
coach,27567062,0.00017296430372533168
shelf,27254428,0.00017100274096863076
burst,27107979,0.00017008387448527932
tales,27103738,0.000170057265134885
quote,27062543,0.00016979879491807465
wagon,26981687,0.00016929147927660312
shirt,26618907,0.00016701528495072698
perry,26502218,0.00016628314194479455
drift,26349393,0.00016532427045835092
humor,26251854,0.00016471228049652384
onset,26242176,0.00016465155772050027
sewer,26212820,0.00016446736906448168
eagle,26208257,0.0001644387393861395
flash,26132062,0.00016396066830542909
smart,26065801,0.00016354492622420387
paths,25881662,0.00016238958098198405
tooth,25809691,0.00016193801258839114
eager,25475495,0.00015984116315090699
sized,25382906,0.00015926023102554577
smell,25362737,0.00015913368445914574
swift,25351764,0.0001590648364511579
elder,25324802,0.00015889566849423007
realm,25121858,0.00015762233484499193
spare,24988489,0.00015678553634163516
shoot,24937317,0.00015646446732999248
lever,24936089,0.00015645676247682478
olive,24860562,0.00015598288263545963
cabin,24631152,0.00015454349308725068
gauge,24609497,0.0001544076228956005
bacon,24522809,0.00015386371547589282
brake,24516661,0.0001538251410155712
actor,24227612,0.00015201155786958692
lover,24103152,0.00015123065719755828
brave,24081469,0.000151094611325217
avail,24056446,0.00015093760925614924
shame,24019978,0.00015070879770458616
inlet,23991285,0.0001505287689163609
blast,23967266,0.00015037806625493188
naked,23794094,0.00014929153137483754
sworn,23657016,0.00014843146145421775
frost,23641690,0.00014833530137307112
pearl,23614802,0.00014816659771511268
basal,23594736,0.0001480406974026836
aided,23405090,0.00014685079953310668
grief,23392897,0.0001467742968664343
lined,23357287,0.00014655086867319198
stern,23163368,0.00014533416067528807
alert,23071433,0.0001447573319489266
marsh,23014422,0.00014439962723887499
erect,22970508,0.00014412409717209476
imply,22693409,0.00014238549203535636
crane,22673741,0.00014226208889846532
swept,22600692,0.0001418037567982643
swing,22545445,0.00014145711997175326
grasp,22500663,0.00014117614380354832
gamma,22499902,0.0001411713690533361
steep,22495176,0.0001411417166623992
prose,22395471,0.00014051613654425188
probe,22379539,0.00014041617423100457
dirty,22346941,0.00014021164426067845
arrow,22301127,0.00013992419300414366
ferry,22128070,0.000138838379669745
cedar,22112324,0.00013873958437823157
orbit,22070299,0.00013847590648379156
vague,22015558,0.00013813244445834145
arbor,21956191,0.00013775995747299417
stuck,21937307,0.0001376414733954545
ranch,21809025,0.00013683659230908797
folks,21786534,0.00013669547679394581
donor,21622790,0.00013566809611227575
ether,21602256,0.00013553925942258078
ghost,21329882,0.0001338303004024689
cruel,21308551,0.0001336964630873874
shake,21123227,0.00013253368278734695
steve,21093952,0.00013235000235047056
crazy,21083004,0.00013228131120024262
straw,20988498,0.00013168835122185006
hardy,20969215,0.0001315673636944619
stack,20916167,0.00013123452407651418
stake,20883246,0.0001310279675039298
pause,20814838,0.0001305987544782819
faint,20753115,0.00013021148521763897
loyal,20742846,0.00013014705432417068
pains,20684265,0.00012977949894679553
scrap,20648091,0.00012955253204248923
gland,20633780,0.0001294627403863957
polar,20630449,0.00012944184065846281
spine,20589101,0.00012918241047216167
upset,20423731,0.00012814482776178586
rival,20335875,0.00012759359194753432
lucky,20327966,0.0001275439684266033
larry,20326090,0.00012753219782029825
fatty,20290363,0.00012730803553273948
cured,20208645,0.0001267953114357056
breed,20106778,0.00012615616625847966
penal,20084925,0.00012601905375337087
rifle,20078361,0.00012597786917992402
burke,20045165,0.00012576958717198038
costa,20045049,0.00012576885935197433
trout,19979188,0.000125355626994908
bloom,19922862,0.0001250022201874784
diary,19879963,0.0001247330585457513
funny,19591564,0.00012292355370152518
barry,19589654,0.00012291156976866662
cheek,19448254,0.00012202438227851037
eaten,19414352,0.00012181167060742636
billy,19400910,0.00012172733132706795
charm,19375671,0.00012156897400695442
swiss,19346298,0.00012138467868765908
drunk,19254464,0.00012080848366664771
minus,19241889,0.00012072958421340361
flies,19191134,0.00012041113158919653
booth,19169009,0.0001202723124716597
skull,19160797,0.00012022078783467835
laura,19153832,0.00012017708726276224
snake,19150582,0.00012015669575397152
quest,19118548,0.0001199557044947094
cuban,19069108,0.00011964550258867456
boots,19053695,0.00011954879664252337
brook,19020276,0.00011933911546336119
react,18938869,0.00011882834267686083
cared,18920793,0.00011871492824212204
theft,18773614,0.00011779148151218068
altar,18716892,0.00011743559007783385
awful,18650539,0.00011701927076005211
climb,18597927,0.00011668916674143753
sauce,18532480,0.00011627853194887561
stiff,18396736,0.0001154268319583256
axial,18396020,0.00011542233955208124
berry,18364886,0.00011522699517217654
medal,18327761,0.00011499406139868254
risen,18324630,0.00011497441653282909
thumb,18320562,0.0001149488926381335
patch,18316136,0.00011492112254031574
panic,18300743,0.00011482454208037249
elite,18223733,0.00011434135743668838
moist,18104970,0.00011359620151099229
focal,18097262,0.0001135478391264511
taxed,18007654,0.00011298561072038376
assay,17983386,0.00011283334575566586
terry,17943278,0.00011258169571425717
harsh,17862941,0.00011207763643988176
islam,17780359,0.00011155949133866476
resin,17760285,0.00011143354083175249
posed,17742818,0.00011132394745204556
vocal,17705301,0.00011108855414887588
spell,17686454,0.0001109703022208209
slept,17510182,0.0001098643169784954
depot,17496899,0.00010978097531349014
weigh,17456134,0.00010952520305015054
bonus,17447180,0.0001094690228748545
fetal,17416675,0.0001092776250361896
undue,17384816,0.00010907773178124697
homer,17370053,0.00010898510413685393
bride,17301318,0.00010855383941170619
hurry,17200442,0.00010792091207608382
plaza,17195399,0.00010788927072875102
carol,17181300,0.00010780080922646167
crash,17154424,0.00010763218086022801
weber,17042828,0.00010693199291714826
quasi,17023677,0.00010681183359873254
atlas,16868014,0.00010583515561938181
enact,16854195,0.00010574845092400367
spark,16769314,0.00010521588118318363
query,16766929,0.00010520091695288645
slate,16643086,0.00010442388753037286
utter,16590476,0.00010409379606037907
canon,16572119,0.00010397861854441869
quota,16493957,0.00010348820589515707
feast,16491166,0.00010347069429483863
hated,16438952,0.00010314308745176213
crest,16394220,0.00010286242499907705
float,16364838,0.00010267807321098814
lemon,16352212,0.0001025988537679138
stove,16349202,0.0001025799680936184
awake,16328544,0.00010245035338943418
dodge,16327287,0.00010244246658126496
flora,16258498,0.00010201086304335578
logan,16226217,0.00010180832202942556
beard,16196497,0.00010162184952442241
blown,16153594,0.00010135266278545372
shots,16141421,0.00010127628560498928
unite,16105252,0.00010104935007223495
baron,16042224,0.00010065389283652372
sweep,16023391,0.00010053572874881429
hatch,15985754,0.00010029958252839696
ounce,15968235,0.00010018966288454937
chaos,15908671,9.981593986005386e-5
sweat,15887670,9.968417306740342e-5
ruler,15735810,9.873135629049303e-5
weary,15731830,9.87063845351124e-5
colon,15604140,9.790521784050099e-5
relay,15519578,9.737464960469765e-5
